"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHN","GDP","TOT","USD_CAP","A","2014",12517.200433,
"CHN","GDP","TOT","USD_CAP","A","2015",12946.666743,
"CHN","GDP","TOT","USD_CAP","A","2016",13532.915183,
"CHN","GDP","TOT","USD_CAP","A","2017",14306.396116,
"COL","GDP","TOT","USD_CAP","A","1985",2946.479628,"E"
"COL","GDP","TOT","USD_CAP","A","1986",3114.74057,"E"
"COL","GDP","TOT","USD_CAP","A","1987",3301.632913,"E"
"COL","GDP","TOT","USD_CAP","A","1988",3499.371851,"E"
"COL","GDP","TOT","USD_CAP","A","1989",3689.148781,"E"
"COL","GDP","TOT","USD_CAP","A","1990",4994.610583,"E"
"COL","GDP","TOT","USD_CAP","A","1991",5200.78712,"E"
"COL","GDP","TOT","USD_CAP","A","1992",5441.441062,"E"
"COL","GDP","TOT","USD_CAP","A","1993",5777.756783,"E"
"COL","GDP","TOT","USD_CAP","A","1994",6122.683411,"E"
"COL","GDP","TOT","USD_CAP","A","1995",6475.32925,"E"
"COL","GDP","TOT","USD_CAP","A","1996",6593.758186,"E"
"COL","GDP","TOT","USD_CAP","A","1997",6820.034253,"E"
"COL","GDP","TOT","USD_CAP","A","1998",6841.299649,"E"
"COL","GDP","TOT","USD_CAP","A","1999",6489.336268,"E"
"COL","GDP","TOT","USD_CAP","A","2000",6709.482677,"E"
"COL","GDP","TOT","USD_CAP","A","2001",6883.218978,"E"
"COL","GDP","TOT","USD_CAP","A","2002",7077.150872,"E"
"COL","GDP","TOT","USD_CAP","A","2003",7398.391242,"E"
"COL","GDP","TOT","USD_CAP","A","2004",7905.061738,"E"
"COL","GDP","TOT","USD_CAP","A","2005",8431.955633,
"COL","GDP","TOT","USD_CAP","A","2006",9160.70697,
"COL","GDP","TOT","USD_CAP","A","2007",9922.22572,
"COL","GDP","TOT","USD_CAP","A","2008",10324.87588,
"COL","GDP","TOT","USD_CAP","A","2009",10399.468562,
"COL","GDP","TOT","USD_CAP","A","2010",10866.058552,
"COL","GDP","TOT","USD_CAP","A","2011",11726.775903,
"COL","GDP","TOT","USD_CAP","A","2012",12115.059684,
"COL","GDP","TOT","USD_CAP","A","2013",12799.508325,
"COL","GDP","TOT","USD_CAP","A","2014",13365.993539,
"COL","GDP","TOT","USD_CAP","A","2015",13330.562044,
"COL","GDP","TOT","USD_CAP","A","2016",14054.69606,
"COL","GDP","TOT","USD_CAP","A","2017",14479.812544,
"COL","GDP","TOT","USD_CAP","A","2018",15256.201618,
"COL","GDP","TOT","USD_CAP","A","2019",16077.321381,"P"
"COL","GDP","TOT","USD_CAP","A","2020",14994.313911,"E"
"EST","GDP","TOT","USD_CAP","A","1993",5731.637276,"E"
"EST","GDP","TOT","USD_CAP","A","1994",5891.595473,"E"
"EST","GDP","TOT","USD_CAP","A","1995",6412.897181,
"EST","GDP","TOT","USD_CAP","A","1996",6828.420532,
"EST","GDP","TOT","USD_CAP","A","1997",7939.928051,
"EST","GDP","TOT","USD_CAP","A","1998",8408.119275,
"EST","GDP","TOT","USD_CAP","A","1999",8479.421302,
"EST","GDP","TOT","USD_CAP","A","2000",9396.370104,
"EST","GDP","TOT","USD_CAP","A","2001",10284.753645,
"EST","GDP","TOT","USD_CAP","A","2002",11628.295949,
"EST","GDP","TOT","USD_CAP","A","2003",13076.295238,
"EST","GDP","TOT","USD_CAP","A","2004",14484.434905,
"EST","GDP","TOT","USD_CAP","A","2005",16584.411085,
"EST","GDP","TOT","USD_CAP","A","2006",19263.798742,
"EST","GDP","TOT","USD_CAP","A","2007",22131.622085,
"EST","GDP","TOT","USD_CAP","A","2008",22780.0071,
"EST","GDP","TOT","USD_CAP","A","2009",20474.763323,
"EST","GDP","TOT","USD_CAP","A","2010",21606.362944,
"EST","GDP","TOT","USD_CAP","A","2011",24515.48857,
"EST","GDP","TOT","USD_CAP","A","2012",25946.944889,
"EST","GDP","TOT","USD_CAP","A","2013",27418.689637,
"EST","GDP","TOT","USD_CAP","A","2014",28917.833656,
"EST","GDP","TOT","USD_CAP","A","2015",29222.748082,
"EST","GDP","TOT","USD_CAP","A","2016",31310.152103,
"EST","GDP","TOT","USD_CAP","A","2017",33867.803542,
"EST","GDP","TOT","USD_CAP","A","2018",36236.794279,
"EST","GDP","TOT","USD_CAP","A","2019",38354.573733,
"EST","GDP","TOT","USD_CAP","A","2020",37984.473561,
"IND","GDP","TOT","USD_CAP","A","2004",2738.755667,"E"
"IND","GDP","TOT","USD_CAP","A","2005",2998.992121,"E"
"IND","GDP","TOT","USD_CAP","A","2006",3267.10439,"E"
"IND","GDP","TOT","USD_CAP","A","2007",3591.547682,"E"
"IND","GDP","TOT","USD_CAP","A","2008",3732.94869,"E"
"IND","GDP","TOT","USD_CAP","A","2009",3987.849459,"E"
"IND","GDP","TOT","USD_CAP","A","2010",4295.763887,"E"
"IND","GDP","TOT","USD_CAP","A","2011",4605.230111,
"IND","GDP","TOT","USD_CAP","A","2012",4982.312076,
"IND","GDP","TOT","USD_CAP","A","2013",5177.871752,
"IND","GDP","TOT","USD_CAP","A","2014",5352.029977,
"IND","GDP","TOT","USD_CAP","A","2015",5577.337632,
"IND","GDP","TOT","USD_CAP","A","2016",5901.21084,
"IDN","GDP","TOT","USD_CAP","A","1993",4772.398486,"E"
"IDN","GDP","TOT","USD_CAP","A","1994",5169.582916,"E"
"IDN","GDP","TOT","USD_CAP","A","1995",5633.110153,"E"
"IDN","GDP","TOT","USD_CAP","A","1996",6099.485612,"E"
"IDN","GDP","TOT","USD_CAP","A","1997",6406.73873,"E"
"IDN","GDP","TOT","USD_CAP","A","1998",5550.818261,"E"
"IDN","GDP","TOT","USD_CAP","A","1999",5597.288298,"E"
"IDN","GDP","TOT","USD_CAP","A","2000",5352.28964,"E"
"IDN","GDP","TOT","USD_CAP","A","2001",5584.096234,"E"
"IDN","GDP","TOT","USD_CAP","A","2002",5838.901329,"E"
"IDN","GDP","TOT","USD_CAP","A","2003",6138.338789,"E"
"IDN","GDP","TOT","USD_CAP","A","2004",6521.591489,"E"
"IDN","GDP","TOT","USD_CAP","A","2005",7001.130255,"E"
"IDN","GDP","TOT","USD_CAP","A","2006",7495.84456,"E"
"IDN","GDP","TOT","USD_CAP","A","2007",8063.035321,"E"
"IDN","GDP","TOT","USD_CAP","A","2008",8583.717617,
"IDN","GDP","TOT","USD_CAP","A","2009",8735.401828,
"IDN","GDP","TOT","USD_CAP","A","2010",8623.978571,
"IDN","GDP","TOT","USD_CAP","A","2011",9213.212405,
"IDN","GDP","TOT","USD_CAP","A","2012",9833.689555,
"IDN","GDP","TOT","USD_CAP","A","2013",10188.331849,
"IDN","GDP","TOT","USD_CAP","A","2014",10398.959732,
"IDN","GDP","TOT","USD_CAP","A","2015",10364.397282,
"IDN","GDP","TOT","USD_CAP","A","2016",10610.141435,
"IDN","GDP","TOT","USD_CAP","A","2017",11050.882373,
"ISR","GDP","TOT","USD_CAP","A","1995",19940.466088,
"ISR","GDP","TOT","USD_CAP","A","1996",20783.487141,
"ISR","GDP","TOT","USD_CAP","A","1997",21421.372849,
"ISR","GDP","TOT","USD_CAP","A","1998",22027.404412,
"ISR","GDP","TOT","USD_CAP","A","1999",22551.749787,
"ISR","GDP","TOT","USD_CAP","A","2000",24892.764871,
"ISR","GDP","TOT","USD_CAP","A","2001",24861.012495,
"ISR","GDP","TOT","USD_CAP","A","2002",25150.071068,
"ISR","GDP","TOT","USD_CAP","A","2003",23747.635506,
"ISR","GDP","TOT","USD_CAP","A","2004",25123.779361,
"ISR","GDP","TOT","USD_CAP","A","2005",24742.795915,
"ISR","GDP","TOT","USD_CAP","A","2006",25578.794449,
"ISR","GDP","TOT","USD_CAP","A","2007",27367.157702,
"ISR","GDP","TOT","USD_CAP","A","2008",27351.81872,
"ISR","GDP","TOT","USD_CAP","A","2009",27564.210712,
"ISR","GDP","TOT","USD_CAP","A","2010",28916.809205,
"ISR","GDP","TOT","USD_CAP","A","2011",30647.094772,
"ISR","GDP","TOT","USD_CAP","A","2012",31859.55362,
"ISR","GDP","TOT","USD_CAP","A","2013",34339.179297,
"ISR","GDP","TOT","USD_CAP","A","2014",34381.468362,
"ISR","GDP","TOT","USD_CAP","A","2015",35482.650947,
"ISR","GDP","TOT","USD_CAP","A","2016",37854.845318,
"ISR","GDP","TOT","USD_CAP","A","2017",39137.375997,
"ISR","GDP","TOT","USD_CAP","A","2018",40698.264187,
"ISR","GDP","TOT","USD_CAP","A","2019",42313.763663,
"ISR","GDP","TOT","USD_CAP","A","2020",42402.740014,
"RUS","GDP","TOT","USD_CAP","A","1995",6022.881532,"E"
"RUS","GDP","TOT","USD_CAP","A","1996",5920.496933,"E"
"RUS","GDP","TOT","USD_CAP","A","1997",6115.87234,"E"
"RUS","GDP","TOT","USD_CAP","A","1998",5863.841604,"E"
"RUS","GDP","TOT","USD_CAP","A","1999",6345.894176,"E"
"RUS","GDP","TOT","USD_CAP","A","2000",7323.44018,"E"
"RUS","GDP","TOT","USD_CAP","A","2001",7898.522928,"E"
"RUS","GDP","TOT","USD_CAP","A","2002",8623.997299,"E"
"RUS","GDP","TOT","USD_CAP","A","2003",9940.232555,"E"
"RUS","GDP","TOT","USD_CAP","A","2004",10984.496611,"E"
"RUS","GDP","TOT","USD_CAP","A","2005",12698.299229,"E"
"RUS","GDP","TOT","USD_CAP","A","2006",16017.124233,"E"
"RUS","GDP","TOT","USD_CAP","A","2007",17881.758587,"E"
"RUS","GDP","TOT","USD_CAP","A","2008",21657.589062,"E"
"RUS","GDP","TOT","USD_CAP","A","2009",20826.597968,"E"
"RUS","GDP","TOT","USD_CAP","A","2010",22008.299275,"E"
"RUS","GDP","TOT","USD_CAP","A","2011",22798.673917,
"RUS","GDP","TOT","USD_CAP","A","2012",24303.491049,
"RUS","GDP","TOT","USD_CAP","A","2013",26073.873547,
"RUS","GDP","TOT","USD_CAP","A","2014",25761.66151,
"RUS","GDP","TOT","USD_CAP","A","2015",24085.312853,
"RUS","GDP","TOT","USD_CAP","A","2016",24128.081806,
"RUS","GDP","TOT","USD_CAP","A","2017",25926.431403,
"RUS","GDP","TOT","USD_CAP","A","2018",28681.779438,
"RUS","GDP","TOT","USD_CAP","A","2019",29188.845686,
"RUS","GDP","TOT","USD_CAP","A","2020",28219.917958,"E"
"SVN","GDP","TOT","USD_CAP","A","1995",13602.803998,
"SVN","GDP","TOT","USD_CAP","A","1996",14264.321803,
"SVN","GDP","TOT","USD_CAP","A","1997",15274.616662,
"SVN","GDP","TOT","USD_CAP","A","1998",16049.539912,
"SVN","GDP","TOT","USD_CAP","A","1999",17077.485063,
"SVN","GDP","TOT","USD_CAP","A","2000",18004.796667,
"SVN","GDP","TOT","USD_CAP","A","2001",18957.424463,
"SVN","GDP","TOT","USD_CAP","A","2002",20236.432071,
"SVN","GDP","TOT","USD_CAP","A","2003",21084.85741,
"SVN","GDP","TOT","USD_CAP","A","2004",22739.135447,
"SVN","GDP","TOT","USD_CAP","A","2005",23848.602419,
"SVN","GDP","TOT","USD_CAP","A","2006",25673.49132,
"SVN","GDP","TOT","USD_CAP","A","2007",27526.53765,
"SVN","GDP","TOT","USD_CAP","A","2008",29594.665839,"B"
"SVN","GDP","TOT","USD_CAP","A","2009",27531.134559,
"SVN","GDP","TOT","USD_CAP","A","2010",27844.90244,
"SVN","GDP","TOT","USD_CAP","A","2011",28931.423641,
"SVN","GDP","TOT","USD_CAP","A","2012",29048.325999,
"SVN","GDP","TOT","USD_CAP","A","2013",29979.618841,
"SVN","GDP","TOT","USD_CAP","A","2014",30872.72888,
"SVN","GDP","TOT","USD_CAP","A","2015",31631.838376,
"SVN","GDP","TOT","USD_CAP","A","2016",33942.76789,
"SVN","GDP","TOT","USD_CAP","A","2017",36517.579273,
"SVN","GDP","TOT","USD_CAP","A","2018",38953.468586,
"SVN","GDP","TOT","USD_CAP","A","2019",41184.960119,
"SVN","GDP","TOT","USD_CAP","A","2020",40073.263783,
"ZAF","GDP","TOT","USD_CAP","A","1985",5770.555137,
"ZAF","GDP","TOT","USD_CAP","A","1986",5753.699261,
"ZAF","GDP","TOT","USD_CAP","A","1987",5884.63713,
"ZAF","GDP","TOT","USD_CAP","A","1988",6207.398562,
"ZAF","GDP","TOT","USD_CAP","A","1989",6460.748356,
"ZAF","GDP","TOT","USD_CAP","A","1990",6537.133534,
"ZAF","GDP","TOT","USD_CAP","A","1991",6545.666776,
"ZAF","GDP","TOT","USD_CAP","A","1992",6411.898523,
"ZAF","GDP","TOT","USD_CAP","A","1993",6504.259602,
"ZAF","GDP","TOT","USD_CAP","A","1994",6712.740265,
"ZAF","GDP","TOT","USD_CAP","A","1995",6921.633389,
"ZAF","GDP","TOT","USD_CAP","A","1996",7205.886453,
"ZAF","GDP","TOT","USD_CAP","A","1997",7375.302769,
"ZAF","GDP","TOT","USD_CAP","A","1998",7356.509138,
"ZAF","GDP","TOT","USD_CAP","A","1999",7507.305111,
"ZAF","GDP","TOT","USD_CAP","A","2000",7865.304698,
"ZAF","GDP","TOT","USD_CAP","A","2001",8123.724947,
"ZAF","GDP","TOT","USD_CAP","A","2002",8352.399734,
"ZAF","GDP","TOT","USD_CAP","A","2003",8656.655166,
"ZAF","GDP","TOT","USD_CAP","A","2004",9183.875946,
"ZAF","GDP","TOT","USD_CAP","A","2005",9847.957943,
"ZAF","GDP","TOT","USD_CAP","A","2006",10580.512387,
"ZAF","GDP","TOT","USD_CAP","A","2007",11300.497099,
"ZAF","GDP","TOT","USD_CAP","A","2008",11712.528964,
"ZAF","GDP","TOT","USD_CAP","A","2009",11467.143322,
"ZAF","GDP","TOT","USD_CAP","A","2010",11795.411488,
"ZAF","GDP","TOT","USD_CAP","A","2011",12272.385595,
"ZAF","GDP","TOT","USD_CAP","A","2012",12186.131656,
"ZAF","GDP","TOT","USD_CAP","A","2013",12616.606378,
"ZAF","GDP","TOT","USD_CAP","A","2014",12717.613064,
"ZAF","GDP","TOT","USD_CAP","A","2015",12772.251817,
"ZAF","GDP","TOT","USD_CAP","A","2016",12827.603574,
"ZAF","GDP","TOT","USD_CAP","A","2017",12952.21634,
"ZAF","GDP","TOT","USD_CAP","A","2018",13198.249784,
"ZAF","GDP","TOT","USD_CAP","A","2019",13285.683324,
"ZAF","GDP","TOT","USD_CAP","A","2020",12354.983628,
"DEW","GDP","TOT","USD_CAP","A","1980",11646.911416,
"DEW","GDP","TOT","USD_CAP","A","1981",12777.360948,
"DEW","GDP","TOT","USD_CAP","A","1982",13526.331536,
"DEW","GDP","TOT","USD_CAP","A","1983",14331.256216,
"DEW","GDP","TOT","USD_CAP","A","1984",15320.737463,
"DEW","GDP","TOT","USD_CAP","A","1985",16218.806613,
"DEW","GDP","TOT","USD_CAP","A","1986",16912.75262,
"DEW","GDP","TOT","USD_CAP","A","1987",17584.464408,
"DEW","GDP","TOT","USD_CAP","A","1988",18760.250422,
"DEW","GDP","TOT","USD_CAP","A","1989",20049.145093,
"DEW","GDP","TOT","USD_CAP","A","1990",21471.478051,
"DEW","GDP","TOT","USD_CAP","A","1991",23020.520005,
"OECD","GDP","TOT","USD_CAP","A","1980",8664.236095,"E"
"OECD","GDP","TOT","USD_CAP","A","1981",9614.250004,"E"
"OECD","GDP","TOT","USD_CAP","A","1982",10134.399832,"E"
"OECD","GDP","TOT","USD_CAP","A","1983",10757.694207,"E"
"OECD","GDP","TOT","USD_CAP","A","1984",11586.994439,"E"
"OECD","GDP","TOT","USD_CAP","A","1985",12304.927261,"E"
"OECD","GDP","TOT","USD_CAP","A","1986",12828.295716,"E"
"OECD","GDP","TOT","USD_CAP","A","1987",13531.442853,"E"
"OECD","GDP","TOT","USD_CAP","A","1988",14532.807852,"E"
"OECD","GDP","TOT","USD_CAP","A","1989",15541.635342,"E"
"OECD","GDP","TOT","USD_CAP","A","1990",16463.525899,"E"
"OECD","GDP","TOT","USD_CAP","A","1991",17116.756795,"E"
"OECD","GDP","TOT","USD_CAP","A","1992",17748.878839,"E"
"OECD","GDP","TOT","USD_CAP","A","1993",18278.364101,"E"
"OECD","GDP","TOT","USD_CAP","A","1994",19137.741378,"E"
"OECD","GDP","TOT","USD_CAP","A","1995",19891.520426,"E"
"OECD","GDP","TOT","USD_CAP","A","1996",20770.528877,"E"
"OECD","GDP","TOT","USD_CAP","A","1997",21735.96713,"E"
"OECD","GDP","TOT","USD_CAP","A","1998",22327.945164,"E"
"OECD","GDP","TOT","USD_CAP","A","1999",23208.26723,"E"
"OECD","GDP","TOT","USD_CAP","A","2000",24638.237019,"E"
"OECD","GDP","TOT","USD_CAP","A","2001",25414.099619,"E"
"OECD","GDP","TOT","USD_CAP","A","2002",26205.162346,"E"
"OECD","GDP","TOT","USD_CAP","A","2003",26983.438332,"E"
"OECD","GDP","TOT","USD_CAP","A","2004",28427.093472,"E"
"OECD","GDP","TOT","USD_CAP","A","2005",29786.47348,
"OECD","GDP","TOT","USD_CAP","A","2006",31761.658918,
"OECD","GDP","TOT","USD_CAP","A","2007",33309.891085,
"OECD","GDP","TOT","USD_CAP","A","2008",34192.517655,"B"
"OECD","GDP","TOT","USD_CAP","A","2009",33249.602223,
"OECD","GDP","TOT","USD_CAP","A","2010",34551.93022,"B"
"OECD","GDP","TOT","USD_CAP","A","2011",35920.413463,
"OECD","GDP","TOT","USD_CAP","A","2012",36880.982831,
"OECD","GDP","TOT","USD_CAP","A","2013",38229.502232,
"OECD","GDP","TOT","USD_CAP","A","2014",39342.967865,
"OECD","GDP","TOT","USD_CAP","A","2015",40469.314986,
"OECD","GDP","TOT","USD_CAP","A","2016",41887.504926,
"OECD","GDP","TOT","USD_CAP","A","2017",43489.3175,
"OECD","GDP","TOT","USD_CAP","A","2018",45219.671372,"E"
"OECD","GDP","TOT","USD_CAP","A","2019",46507.423559,"E"
"OECD","GDP","TOT","USD_CAP","A","2020",44905.595634,"E"
"OECDE","GDP","TOT","USD_CAP","A","1995",18213.039679,"E"
"OECDE","GDP","TOT","USD_CAP","A","1996",18942.129413,"E"
"OECDE","GDP","TOT","USD_CAP","A","1997",19824.910025,"E"
"OECDE","GDP","TOT","USD_CAP","A","1998",20304.708076,
"OECDE","GDP","TOT","USD_CAP","A","1999",21008.045219,
"OECDE","GDP","TOT","USD_CAP","A","2000",22442.560379,
"OECDE","GDP","TOT","USD_CAP","A","2001",23386.951746,
"OECDE","GDP","TOT","USD_CAP","A","2002",24287.404546,
"OECDE","GDP","TOT","USD_CAP","A","2003",24813.517484,
"OECDE","GDP","TOT","USD_CAP","A","2004",26061.69303,
"OECDE","GDP","TOT","USD_CAP","A","2005",27043.184537,
"OECDE","GDP","TOT","USD_CAP","A","2006",29305.290863,
"OECDE","GDP","TOT","USD_CAP","A","2007",31014.63068,
"OECDE","GDP","TOT","USD_CAP","A","2008",32409.498018,"B"
"OECDE","GDP","TOT","USD_CAP","A","2009",31538.042602,
"OECDE","GDP","TOT","USD_CAP","A","2010",32762.113962,"B"
"OECDE","GDP","TOT","USD_CAP","A","2011",34305.530974,
"OECDE","GDP","TOT","USD_CAP","A","2012",34934.294506,
"OECDE","GDP","TOT","USD_CAP","A","2013",36299.341905,
"OECDE","GDP","TOT","USD_CAP","A","2014",37450.503506,
"OECDE","GDP","TOT","USD_CAP","A","2015",38647.284434,
"OECDE","GDP","TOT","USD_CAP","A","2016",40655.664998,
"OECDE","GDP","TOT","USD_CAP","A","2017",42601.17146,
"OECDE","GDP","TOT","USD_CAP","A","2018",44269.398856,"P"
"OECDE","GDP","TOT","USD_CAP","A","2019",45675.827407,"P"
"OECDE","GDP","TOT","USD_CAP","A","2020",43899.704894,"P"
"LVA","GDP","TOT","USD_CAP","A","1995",5501.044385,
"LVA","GDP","TOT","USD_CAP","A","1996",5788.702939,
"LVA","GDP","TOT","USD_CAP","A","1997",6478.937214,
"LVA","GDP","TOT","USD_CAP","A","1998",7060.89374,
"LVA","GDP","TOT","USD_CAP","A","1999",7397.56063,
"LVA","GDP","TOT","USD_CAP","A","2000",8033.096672,
"LVA","GDP","TOT","USD_CAP","A","2001",9034.533398,
"LVA","GDP","TOT","USD_CAP","A","2002",10067.801699,
"LVA","GDP","TOT","USD_CAP","A","2003",11027.777891,
"LVA","GDP","TOT","USD_CAP","A","2004",12240.335962,
"LVA","GDP","TOT","USD_CAP","A","2005",13877.977805,
"LVA","GDP","TOT","USD_CAP","A","2006",15797.285944,
"LVA","GDP","TOT","USD_CAP","A","2007",18179.666228,
"LVA","GDP","TOT","USD_CAP","A","2008",19516.020113,
"LVA","GDP","TOT","USD_CAP","A","2009",16973.369602,
"LVA","GDP","TOT","USD_CAP","A","2010",17658.75357,
"LVA","GDP","TOT","USD_CAP","A","2011",19887.749141,
"LVA","GDP","TOT","USD_CAP","A","2012",21414.570348,
"LVA","GDP","TOT","USD_CAP","A","2013",22811.030828,
"LVA","GDP","TOT","USD_CAP","A","2014",23798.233545,
"LVA","GDP","TOT","USD_CAP","A","2015",24964.048128,
"LVA","GDP","TOT","USD_CAP","A","2016",26712.835239,
"LVA","GDP","TOT","USD_CAP","A","2017",28666.003742,
"LVA","GDP","TOT","USD_CAP","A","2018",30814.222639,
"LVA","GDP","TOT","USD_CAP","A","2019",32013.343219,
"LVA","GDP","TOT","USD_CAP","A","2020",32028.055825,
"BRA","GDP","TOT","USD_CAP","A","2000",9114.213859,
"BRA","GDP","TOT","USD_CAP","A","2001",9312.659939,
"BRA","GDP","TOT","USD_CAP","A","2002",9623.717789,
"BRA","GDP","TOT","USD_CAP","A","2003",9793.070465,
"BRA","GDP","TOT","USD_CAP","A","2004",10510.544053,
"BRA","GDP","TOT","USD_CAP","A","2005",11056.437748,
"BRA","GDP","TOT","USD_CAP","A","2006",11711.263786,
"BRA","GDP","TOT","USD_CAP","A","2007",12622.435746,
"BRA","GDP","TOT","USD_CAP","A","2008",13383.860084,
"BRA","GDP","TOT","USD_CAP","A","2009",13331.386494,
"BRA","GDP","TOT","USD_CAP","A","2010",14359.933545,
"BRA","GDP","TOT","USD_CAP","A","2011",15109.737403,
"BRA","GDP","TOT","USD_CAP","A","2012",15120.063649,
"BRA","GDP","TOT","USD_CAP","A","2013",15669.140139,
"BRA","GDP","TOT","USD_CAP","A","2014",15800.088894,
"BRA","GDP","TOT","USD_CAP","A","2015",14816.290598,
"BRA","GDP","TOT","USD_CAP","A","2016",14326.10209,
"BRA","GDP","TOT","USD_CAP","A","2017",14596.889676,
"BRA","GDP","TOT","USD_CAP","A","2018",15090.63762,
"LTU","GDP","TOT","USD_CAP","A","1995",5916.118581,
"LTU","GDP","TOT","USD_CAP","A","1996",6369.880929,
"LTU","GDP","TOT","USD_CAP","A","1997",7066.972228,
"LTU","GDP","TOT","USD_CAP","A","1998",7762.291081,
"LTU","GDP","TOT","USD_CAP","A","1999",7820.79589,
"LTU","GDP","TOT","USD_CAP","A","2000",8449.658261,
"LTU","GDP","TOT","USD_CAP","A","2001",9440.144031,
"LTU","GDP","TOT","USD_CAP","A","2002",10480.719387,
"LTU","GDP","TOT","USD_CAP","A","2003",12055.236651,
"LTU","GDP","TOT","USD_CAP","A","2004",13019.577673,
"LTU","GDP","TOT","USD_CAP","A","2005",14510.653684,
"LTU","GDP","TOT","USD_CAP","A","2006",16461.788562,
"LTU","GDP","TOT","USD_CAP","A","2007",19071.447238,
"LTU","GDP","TOT","USD_CAP","A","2008",20721.033864,
"LTU","GDP","TOT","USD_CAP","A","2009",18130.047804,
"LTU","GDP","TOT","USD_CAP","A","2010",20112.103125,
"LTU","GDP","TOT","USD_CAP","A","2011",22884.804355,
"LTU","GDP","TOT","USD_CAP","A","2012",24703.697943,
"LTU","GDP","TOT","USD_CAP","A","2013",26721.601926,
"LTU","GDP","TOT","USD_CAP","A","2014",28184.499091,
"LTU","GDP","TOT","USD_CAP","A","2015",28834.457574,
"LTU","GDP","TOT","USD_CAP","A","2016",30925.151813,
"LTU","GDP","TOT","USD_CAP","A","2017",33761.906595,
"LTU","GDP","TOT","USD_CAP","A","2018",36365.37958,
"LTU","GDP","TOT","USD_CAP","A","2019",38805.780253,
"LTU","GDP","TOT","USD_CAP","A","2020",39189.390851,
"SAU","GDP","TOT","USD_CAP","A","1980",37868.99696,
"SAU","GDP","TOT","USD_CAP","A","1981",40775.915143,
"SAU","GDP","TOT","USD_CAP","A","1982",36116.19436,
"SAU","GDP","TOT","USD_CAP","A","1983",32351.153917,
"SAU","GDP","TOT","USD_CAP","A","1984",30606.91579,
"SAU","GDP","TOT","USD_CAP","A","1985",28596.652395,
"SAU","GDP","TOT","USD_CAP","A","1986",29154.61357,
"SAU","GDP","TOT","USD_CAP","A","1987",27388.535277,
"SAU","GDP","TOT","USD_CAP","A","1988",29411.786971,
"SAU","GDP","TOT","USD_CAP","A","1989",29417.860838,
"SAU","GDP","TOT","USD_CAP","A","1990",31904.871323,
"SAU","GDP","TOT","USD_CAP","A","1991",36717.303718,
"SAU","GDP","TOT","USD_CAP","A","1992",37903.27627,
"SAU","GDP","TOT","USD_CAP","A","1993",37241.590951,
"SAU","GDP","TOT","USD_CAP","A","1994",37306.572024,
"SAU","GDP","TOT","USD_CAP","A","1995",37304.286614,
"SAU","GDP","TOT","USD_CAP","A","1996",38182.734069,
"SAU","GDP","TOT","USD_CAP","A","1997",38516.918673,
"SAU","GDP","TOT","USD_CAP","A","1998",39317.724199,
"SAU","GDP","TOT","USD_CAP","A","1999",37605.244323,
"SAU","GDP","TOT","USD_CAP","A","2000",39689.649431,
"SAU","GDP","TOT","USD_CAP","A","2001",39054.820329,
"SAU","GDP","TOT","USD_CAP","A","2002",37493.382348,
"SAU","GDP","TOT","USD_CAP","A","2003",41258.540035,
"SAU","GDP","TOT","USD_CAP","A","2004",44417.057438,
"SAU","GDP","TOT","USD_CAP","A","2005",46984.604448,
"SAU","GDP","TOT","USD_CAP","A","2006",48394.517295,
"SAU","GDP","TOT","USD_CAP","A","2007",49261.050328,
"SAU","GDP","TOT","USD_CAP","A","2008",51942.26361,
"SAU","GDP","TOT","USD_CAP","A","2009",49874.781078,
"SAU","GDP","TOT","USD_CAP","A","2010",51351.20568,
"SAU","GDP","TOT","USD_CAP","A","2011",56127.024677,
"SAU","GDP","TOT","USD_CAP","A","2012",57693.997316,
"SAU","GDP","TOT","USD_CAP","A","2013",56563.34222,
"SAU","GDP","TOT","USD_CAP","A","2014",56613.475043,
"SAU","GDP","TOT","USD_CAP","A","2015",49491.35095,
"SAU","GDP","TOT","USD_CAP","A","2016",46289.737315,
"SAU","GDP","TOT","USD_CAP","A","2017",47862.022249,
"SAU","GDP","TOT","USD_CAP","A","2018",49157.12264,
"SAU","GDP","TOT","USD_CAP","A","2019",49020.211911,
"SAU","GDP","TOT","USD_CAP","A","2020",46362.649486,
"EA19","GDP","TOT","USD_CAP","A","1995",20431.559482,
"EA19","GDP","TOT","USD_CAP","A","1996",21063.192704,
"EA19","GDP","TOT","USD_CAP","A","1997",21953.327349,
"EA19","GDP","TOT","USD_CAP","A","1998",23012.884408,
"EA19","GDP","TOT","USD_CAP","A","1999",23902.603549,
"EA19","GDP","TOT","USD_CAP","A","2000",25396.02392,
"EA19","GDP","TOT","USD_CAP","A","2001",26593.073259,
"EA19","GDP","TOT","USD_CAP","A","2002",27621.623618,
"EA19","GDP","TOT","USD_CAP","A","2003",28044.327897,
"EA19","GDP","TOT","USD_CAP","A","2004",29155.37083,
"EA19","GDP","TOT","USD_CAP","A","2005",30176.436683,
"EA19","GDP","TOT","USD_CAP","A","2006",32603.082618,
"EA19","GDP","TOT","USD_CAP","A","2007",34490.67387,
"EA19","GDP","TOT","USD_CAP","A","2008",35828.650334,
"EA19","GDP","TOT","USD_CAP","A","2009",34931.262029,
